File Path	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	2026_04_17_1129
Injection Number	35
Position	145
Comment	3M DP6330 -- 28 Tage
Processing Method	VDA T-Ä Auswertung Logemann
Instrument Method	SDM
Type	Unknown
Status	Finished
Injection Date	4/17/2026
Injection Time	5:42:10 PM
Injection Volume (µl)	20.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000520
Time Max. (min)	59.996430
Data Points	16759
Detector	ISQ
Generating Data System	Chromeleon 7.2.9 Build 11323 (300176)
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	1,702,656.518569
Signal Max.	6,296,826,717.134330
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406699

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
4.660265	0.2041	6,443,554.817824
4.663665	0.204	6,321,024.254947
4.667067	0.2041	6,104,986.549389
4.670468	0.2041	5,830,199.638027
4.673868	0.204	5,570,265.920463
4.677270	0.2041	5,503,022.145779
4.680672	0.2041	5,461,007.672750
4.684072	0.204	5,329,045.413397
4.687473	0.2041	5,152,188.076656
4.690875	0.2041	4,955,606.214399
4.694275	0.204	4,806,378.456472
4.697677	0.2041	4,639,312.429273
4.701078	0.2041	4,444,000.972035
4.704478	0.204	4,417,741.464223
4.707880	0.2041	4,512,699.174311
4.711282	0.2041	4,444,902.814007
4.714682	0.204	4,407,829.050157
4.718083	0.2041	4,507,171.839080
4.721485	0.2041	4,510,452.333286
4.724885	0.204	4,474,762.271944
4.728287	0.2041	4,478,161.096261
4.731688	0.2041	4,424,846.187826
4.735088	0.204	4,343,285.327246
4.738490	0.2041	4,435,769.317332
4.741892	0.2041	4,560,388.381049
4.745292	0.204	4,644,351.483058
4.748693	0.2041	4,643,464.631246
4.752095	0.2041	4,644,607.157327
4.755495	0.204	4,786,128.365123
4.758897	0.2041	4,859,914.644220
4.762298	0.2041	5,065,838.175737
4.765698	0.204	5,269,284.046588
4.769100	0.2041	5,394,810.429675
4.772502	0.2041	5,535,394.487211
4.775902	0.204	5,394,355.438253
4.779303	0.2041	5,272,134.387829
4.782705	0.2041	5,192,436.340330
4.786105	0.204	4,995,733.182266
4.789507	0.2041	4,837,043.254661
4.792908	0.2041	4,791,739.819170
4.796308	0.204	4,682,638.591473
4.799710	0.2041	4,455,126.899228
4.803112	0.2041	4,439,781.361505
4.806512	0.204	4,471,296.215062
4.809913	0.2041	4,358,206.219148
4.813315	0.2041	4,328,847.556894
4.816715	0.204	4,297,719.421978
4.820117	0.2041	4,325,490.733226
4.823518	0.2041	4,489,043.557168
4.826918	0.204	4,603,567.584346
4.830320	0.2041	4,682,476.987494
4.833722	0.2041	4,693,941.682121
4.837122	0.204	4,769,686.272153
4.840523	0.2041	4,871,059.949385
4.843925	0.2041	4,933,851.445334
4.847325	0.204	4,835,335.353448
4.850727	0.2041	4,765,440.836168
4.854128	0.2041	4,719,509.203496
4.857528	0.204	4,361,963.957877
4.860930	0.2041	4,208,162.021859
4.864332	0.2041	4,245,581.081955
4.867732	0.204	4,164,532.283647
4.871133	0.2041	4,196,445.266043
4.874535	0.2041	4,239,838.338128
4.877935	0.204	4,167,576.402878
4.881337	0.2041	4,278,166.988009
4.884738	0.2041	4,346,433.562675
4.888138	0.204	4,162,873.295717
4.891540	0.2041	4,145,254.338039
4.894942	0.2041	4,216,512.860665
4.898342	0.204	4,001,979.637779
4.901743	0.2041	3,930,487.412687
4.905145	0.2041	4,135,834.374903
4.908545	0.204	4,095,581.697903
4.911947	0.2041	4,060,116.457355
4.915348	0.2041	4,085,696.192531
4.918750	0.2041	4,025,120.730135
4.922150	0.204	4,075,670.814339
4.925552	0.2041	4,168,793.104416
4.928953	0.2041	4,106,583.118384
4.932353	0.204	4,180,032.549077
4.935755	0.2041	4,264,849.738633
4.939157	0.2041	4,035,532.999304
4.942557	0.204	3,967,997.184612
4.945958	0.2041	4,018,590.758309
4.949360	0.2041	4,029,618.325447
4.952760	0.204	4,125,585.557514
4.956162	0.2041	4,098,009.331138
4.959563	0.2041	4,105,258.604949
4.962963	0.204	4,234,606.099066
4.966365	0.2041	4,243,087.851150
4.969767	0.2041	4,402,949.975394
4.973167	0.204	4,595,307.171121
4.976568	0.2041	4,556,047.163516
4.979970	0.2041	4,516,951.624989
4.983370	0.204	4,562,304.670916
